source_file,row_index,model,prompt_id,task,topic,fact_id,prompt,normalized_prompt
experiments\03_layerwise_k_structure\data\prompts.csv,91,,91,,capital,capital:chile,Chile's capital city is [MASK].,chile s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,148,bert-base-uncased,166,,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,468,distilbert-base-uncased,166,,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,788,google/bert_uncased_L-2_H-128_A-2,166,,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\02_local_perturbation_prediction\data\prompts.csv,148,,166,,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\03_layerwise_k_structure\data\prompts.csv,148,,148,,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,7,distilbert-base-uncased,7,factual_deep,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,40,bert-base-uncased,7,factual_deep,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,73,google/bert_uncased_L-2_H-128_A-2,7,factual_deep,continent,continent:china,China is located in [MASK].,china is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,16,bert-base-uncased,16,,capital,capital:china,China's capital city is [MASK].,china s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,336,distilbert-base-uncased,16,,capital,capital:china,China's capital city is [MASK].,china s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,656,google/bert_uncased_L-2_H-128_A-2,16,,capital,capital:china,China's capital city is [MASK].,china s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,16,,16,,capital,capital:china,China's capital city is [MASK].,china s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,16,,16,,capital,capital:china,China's capital city is [MASK].,china s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,61,bert-base-uncased,61,,capital,capital:croatia,Croatia's capital city is [MASK].,croatia s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,381,distilbert-base-uncased,61,,capital,capital:croatia,Croatia's capital city is [MASK].,croatia s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,701,google/bert_uncased_L-2_H-128_A-2,61,,capital,capital:croatia,Croatia's capital city is [MASK].,croatia s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,61,,61,,capital,capital:croatia,Croatia's capital city is [MASK].,croatia s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,61,,61,,capital,capital:croatia,Croatia's capital city is [MASK].,croatia s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,94,bert-base-uncased,94,,capital,capital:cuba,Cuba's capital city is [MASK].,cuba s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,414,distilbert-base-uncased,94,,capital,capital:cuba,Cuba's capital city is [MASK].,cuba s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,734,google/bert_uncased_L-2_H-128_A-2,94,,capital,capital:cuba,Cuba's capital city is [MASK].,cuba s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,94,,94,,capital,capital:cuba,Cuba's capital city is [MASK].,cuba s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,94,,94,,capital,capital:cuba,Cuba's capital city is [MASK].,cuba s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,303,bert-base-uncased,341,,culture,culture:darwin,Darwin is famous for the theory of [MASK].,darwin is famous for the theory of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,623,distilbert-base-uncased,341,,culture,culture:darwin,Darwin is famous for the theory of [MASK].,darwin is famous for the theory of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,943,google/bert_uncased_L-2_H-128_A-2,341,,culture,culture:darwin,Darwin is famous for the theory of [MASK].,darwin is famous for the theory of mask
experiments\02_local_perturbation_prediction\data\prompts.csv,303,,341,,culture,culture:darwin,Darwin is famous for the theory of [MASK].,darwin is famous for the theory of mask
experiments\03_layerwise_k_structure\data\prompts.csv,303,,303,,culture,culture:darwin,Darwin is famous for the theory of [MASK].,darwin is famous for the theory of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,219,bert-base-uncased,249,,antonym,antonym:day,Day has the opposite meaning of [MASK].,day has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,539,distilbert-base-uncased,249,,antonym,antonym:day,Day has the opposite meaning of [MASK].,day has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,859,google/bert_uncased_L-2_H-128_A-2,249,,antonym,antonym:day,Day has the opposite meaning of [MASK].,day has the opposite meaning of mask
experiments\02_local_perturbation_prediction\data\prompts.csv,219,,249,,antonym,antonym:day,Day has the opposite meaning of [MASK].,day has the opposite meaning of mask
experiments\03_layerwise_k_structure\data\prompts.csv,219,,219,,antonym,antonym:day,Day has the opposite meaning of [MASK].,day has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,231,bert-base-uncased,261,,antonym,antonym:early,Early has the opposite meaning of [MASK].,early has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,551,distilbert-base-uncased,261,,antonym,antonym:early,Early has the opposite meaning of [MASK].,early has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,871,google/bert_uncased_L-2_H-128_A-2,261,,antonym,antonym:early,Early has the opposite meaning of [MASK].,early has the opposite meaning of mask
experiments\02_local_perturbation_prediction\data\prompts.csv,231,,261,,antonym,antonym:early,Early has the opposite meaning of [MASK].,early has the opposite meaning of mask
experiments\03_layerwise_k_structure\data\prompts.csv,231,,231,,antonym,antonym:early,Early has the opposite meaning of [MASK].,early has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,183,bert-base-uncased,211,,science,science:nearest_star,Earth orbits the [MASK].,earth orbits the mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,503,distilbert-base-uncased,211,,science,science:nearest_star,Earth orbits the [MASK].,earth orbits the mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,823,google/bert_uncased_L-2_H-128_A-2,211,,science,science:nearest_star,Earth orbits the [MASK].,earth orbits the mask
experiments\02_local_perturbation_prediction\data\prompts.csv,183,,211,,science,science:nearest_star,Earth orbits the [MASK].,earth orbits the mask
experiments\03_layerwise_k_structure\data\prompts.csv,183,,183,,science,science:nearest_star,Earth orbits the [MASK].,earth orbits the mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,156,bert-base-uncased,174,,continent,continent:egypt,Egypt is located in [MASK].,egypt is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,476,distilbert-base-uncased,174,,continent,continent:egypt,Egypt is located in [MASK].,egypt is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,796,google/bert_uncased_L-2_H-128_A-2,174,,continent,continent:egypt,Egypt is located in [MASK].,egypt is located in mask
experiments\02_local_perturbation_prediction\data\prompts.csv,156,,174,,continent,continent:egypt,Egypt is located in [MASK].,egypt is located in mask
experiments\03_layerwise_k_structure\data\prompts.csv,156,,156,,continent,continent:egypt,Egypt is located in [MASK].,egypt is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,22,bert-base-uncased,22,,capital,capital:egypt,Egypt's capital city is [MASK].,egypt s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,342,distilbert-base-uncased,22,,capital,capital:egypt,Egypt's capital city is [MASK].,egypt s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,662,google/bert_uncased_L-2_H-128_A-2,22,,capital,capital:egypt,Egypt's capital city is [MASK].,egypt s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,22,,22,,capital,capital:egypt,Egypt's capital city is [MASK].,egypt s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,22,,22,,capital,capital:egypt,Egypt's capital city is [MASK].,egypt s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,227,bert-base-uncased,257,,antonym,antonym:fast,Fast has the opposite meaning of [MASK].,fast has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,547,distilbert-base-uncased,257,,antonym,antonym:fast,Fast has the opposite meaning of [MASK].,fast has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,867,google/bert_uncased_L-2_H-128_A-2,257,,antonym,antonym:fast,Fast has the opposite meaning of [MASK].,fast has the opposite meaning of mask
experiments\02_local_perturbation_prediction\data\prompts.csv,227,,257,,antonym,antonym:fast,Fast has the opposite meaning of [MASK].,fast has the opposite meaning of mask
experiments\03_layerwise_k_structure\data\prompts.csv,227,,227,,antonym,antonym:fast,Fast has the opposite meaning of [MASK].,fast has the opposite meaning of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,37,bert-base-uncased,37,,capital,capital:finland,Finland's capital city is [MASK].,finland s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,357,distilbert-base-uncased,37,,capital,capital:finland,Finland's capital city is [MASK].,finland s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,677,google/bert_uncased_L-2_H-128_A-2,37,,capital,capital:finland,Finland's capital city is [MASK].,finland s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,37,,37,,capital,capital:finland,Finland's capital city is [MASK].,finland s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,37,,37,,capital,capital:finland,Finland's capital city is [MASK].,finland s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,312,bert-base-uncased,350,,common,common:fish_swim,Fish usually swim in [MASK].,fish usually swim in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,632,distilbert-base-uncased,350,,common,common:fish_swim,Fish usually swim in [MASK].,fish usually swim in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,952,google/bert_uncased_L-2_H-128_A-2,350,,common,common:fish_swim,Fish usually swim in [MASK].,fish usually swim in mask
experiments\02_local_perturbation_prediction\data\prompts.csv,312,,350,,common,common:fish_swim,Fish usually swim in [MASK].,fish usually swim in mask
experiments\03_layerwise_k_structure\data\prompts.csv,312,,312,,common,common:fish_swim,Fish usually swim in [MASK].,fish usually swim in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,198,bert-base-uncased,228,,math,math:5-2,Five minus two equals [MASK].,five minus two equals mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,518,distilbert-base-uncased,228,,math,math:5-2,Five minus two equals [MASK].,five minus two equals mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,838,google/bert_uncased_L-2_H-128_A-2,228,,math,math:5-2,Five minus two equals [MASK].,five minus two equals mask
experiments\02_local_perturbation_prediction\data\prompts.csv,198,,228,,math,math:5-2,Five minus two equals [MASK].,five minus two equals mask
experiments\03_layerwise_k_structure\data\prompts.csv,198,,198,,math,math:5-2,Five minus two equals [MASK].,five minus two equals mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,10,distilbert-base-uncased,11,factual_simple,math,factual_simple:52,Five minus two equals [MASK].,five minus two equals mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,43,bert-base-uncased,11,factual_simple,math,factual_simple:52,Five minus two equals [MASK].,five minus two equals mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,76,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,factual_simple:52,Five minus two equals [MASK].,five minus two equals mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,140,bert-base-uncased,158,,continent,continent:france,France is located in [MASK].,france is located in mask
