subspace,k,layer,scalar_distance_z,rho_adjusted_abs_diff,left_prompt_id,right_prompt_id,left_condition,right_condition,left_rho_adjusted,right_rho_adjusted,left_prompt,right_prompt,left_target,right_target,left_final_top1,right_final_top1,left_entropy_topk,right_entropy_topk,left_varentropy_topk,right_varentropy_topk,left_top1_prob_topk_layer,right_top1_prob_topk_layer,left_trace_fim_full,right_trace_fim_full
delta_pca,2,5,0.2499017329601693,0.7216503745808689,13,64,correct,correct,-0.2196257005797355,0.5020246740011334,Japan's capital city is [MASK].,Turkey's capital city is [MASK].,tokyo,ankara,tokyo,ankara,2.918262515924263,2.8177471585453664,1.3580065732415614,1.549395394595774,0.2814348464646187,0.2925425683481826,7.99129378386231,7.783397261026753
state_pca,2,5,0.3194592139117527,0.7211089578873108,61,299,correct,error,0.2827416972750077,-0.4383672606123031,Croatia's capital city is [MASK].,The detective Sherlock has surname [MASK].,zagreb,holmes,zagreb,watson,1.4511230709955285,1.385290178749092,3.4999099332035617,3.557899838682647,0.7234955950106154,0.7414897326808902,4.582660083524781,3.756446982093205
delta_pca,2,5,0.06397096079374696,0.7146632909687406,67,102,correct,correct,0.4395526305443469,-0.2751106604243937,Iran's capital city is [MASK].,The capital of Nepal is [MASK].,tehran,kathmandu,tehran,kathmandu,1.4823235034506723,1.49824402549462,3.682019939686573,3.726969916138185,0.7259541104708837,0.7251712564200191,4.227201485077062,4.3445147117365455
delta_pca,4,5,0.2736343298702621,0.7085546253783107,13,53,correct,correct,-0.3346201090626683,0.3739345163156424,Japan's capital city is [MASK].,"In Romania, the capital city is [MASK].",tokyo,bucharest,tokyo,bucharest,2.918262515924263,2.851017707621822,1.3580065732415614,1.5335538263722936,0.2814348464646187,0.2991625204155861,7.99129378386231,8.491094221689284
state_pca,1,6,0.2616726955736004,0.7071892048670225,48,79,correct,correct,-0.4481212384513328,0.2590679664156897,The capital of Hungary is [MASK].,Lebanon's capital city is [MASK].,budapest,beirut,budapest,beirut,0.2729012556348626,0.246613020072871,0.7945302753419701,0.9892998978560348,0.937883282965508,0.9564266379685984,3.8936831393990423,2.470516262056254
delta_pca,4,5,0.28239115005717813,0.705703769085819,35,40,correct,correct,-0.3444947102145624,0.3612090588712566,"In Belgium, the capital city is [MASK].",Norway's capital city is [MASK].,brussels,oslo,brussels,oslo,1.7218723180077022,1.8062273182099584,2.1584506087954853,2.355791822615929,0.5017117788438086,0.5014003377430867,5.074379868569703,5.5614980717202425
state_pca,1,5,0.23021059233842,0.7048315090663064,103,299,correct,error,0.4547169986316509,-0.2501145104346555,Nepal's capital city is [MASK].,The detective Sherlock has surname [MASK].,kathmandu,holmes,kathmandu,watson,1.3431809717611247,1.385290178749092,3.7383710763469296,3.557899838682647,0.7627311944987342,0.7414897326808902,4.039753908833445,3.756446982093205
delta_pca,1,5,0.28239115005717813,0.7024438795673345,35,40,correct,correct,-0.164329637526079,0.5381142420412555,"In Belgium, the capital city is [MASK].",Norway's capital city is [MASK].,brussels,oslo,brussels,oslo,1.7218723180077022,1.8062273182099584,2.1584506087954853,2.355791822615929,0.5017117788438086,0.5014003377430867,5.074379868569703,5.5614980717202425
state_pca,1,6,0.19223660192795294,0.7009108413809918,73,92,correct,correct,0.4394169604147672,-0.2614938809662246,Syria's capital city is [MASK].,"In Chile, the capital city is [MASK].",damascus,santiago,damascus,santiago,0.6900960109802778,0.6264695779412752,0.5716887539905691,0.4673138513280666,0.6887729892240348,0.7258928620126706,7.379945611867821,8.079600212443854
delta_pca,4,5,0.2499017329601693,0.699229477233935,13,64,correct,correct,-0.3346201090626683,0.3646093681712667,Japan's capital city is [MASK].,Turkey's capital city is [MASK].,tokyo,ankara,tokyo,ankara,2.918262515924263,2.8177471585453664,1.3580065732415614,1.549395394595774,0.2814348464646187,0.2925425683481826,7.99129378386231,7.783397261026753
delta_pca,1,5,0.32247750920713397,0.6970277026420534,84,198,correct,error,0.4616660314184546,-0.2353616712235988,The capital of Vietnam is [MASK].,Five minus two equals [MASK].,hanoi,three,hanoi,zero,1.9143826374433897,2.020917655981356,3.356018157032903,3.1480022545019573,0.6018784945092926,0.5753055122973791,5.585555257983533,6.048131927562477
delta_pca,1,5,0.24396691389320743,0.6965649153993365,61,102,correct,correct,0.4665676298012616,-0.2299972855980749,Croatia's capital city is [MASK].,The capital of Nepal is [MASK].,zagreb,kathmandu,zagreb,kathmandu,1.4511230709955285,1.49824402549462,3.4999099332035617,3.726969916138185,0.7234955950106154,0.7251712564200191,4.582660083524781,4.3445147117365455
delta_pca,1,5,0.2499017329601693,0.6925460103683483,13,64,correct,correct,-0.1183558108183483,0.57419019955,Japan's capital city is [MASK].,Turkey's capital city is [MASK].,tokyo,ankara,tokyo,ankara,2.918262515924263,2.8177471585453664,1.3580065732415614,1.549395394595774,0.2814348464646187,0.2925425683481826,7.99129378386231,7.783397261026753
state_pca,1,6,0.3271350403783836,0.6921326776037071,52,99,correct,correct,0.2668666122392331,-0.4252660653644741,Romania's capital city is [MASK].,The capital of Tunisia is [MASK].,bucharest,tunis,bucharest,tunis,0.0861766907246457,0.2336916976309913,0.5781543629968566,0.7792687771871059,0.9899270116849778,0.952416761803124,0.4972887188037174,2.194504540191339
state_pca,1,6,0.2647701864795711,0.6916646050485,50,52,correct,correct,-0.4247979928092669,0.2668666122392331,"In Hungary, the capital city is [MASK].",Romania's capital city is [MASK].,budapest,bucharest,budapest,bucharest,0.2074170417839565,0.0861766907246457,0.7082583629939883,0.5781543629968566,0.9573452171240984,0.9899270116849778,2.4779316879665783,0.4972887188037174
delta_pca,1,5,0.3194592139117527,0.6915944536329472,61,299,correct,error,0.4665676298012616,-0.2250268238316857,Croatia's capital city is [MASK].,The detective Sherlock has surname [MASK].,zagreb,holmes,zagreb,watson,1.4511230709955285,1.385290178749092,3.4999099332035617,3.557899838682647,0.7234955950106154,0.7414897326808902,4.582660083524781,3.756446982093205
state_pca,1,5,0.32247750920713397,0.6903297091566531,84,198,correct,error,0.4097992593643863,-0.2805304497922668,The capital of Vietnam is [MASK].,Five minus two equals [MASK].,hanoi,three,hanoi,zero,1.9143826374433897,2.020917655981356,3.356018157032903,3.1480022545019573,0.6018784945092926,0.5753055122973791,5.585555257983533,6.048131927562477
state_pca,2,5,0.33193526305386567,0.6897930831723527,27,82,correct,correct,-0.1716369033735659,0.5181561797987868,The capital of Portugal is [MASK].,Thailand's capital city is [MASK].,lisbon,bangkok,lisbon,bangkok,2.213395618302222,2.3973661073598698,2.6178432834366885,2.8173066697075018,0.4838897004391634,0.4895365676507288,6.5991430706140175,6.424583833385309
delta_pca,1,5,0.3321709634359424,0.6897556366382904,71,198,correct,error,0.4543939654146917,-0.2353616712235988,"In Iraq, the capital city is [MASK].",Five minus two equals [MASK].,baghdad,three,baghdad,zero,1.9523333327705668,2.020917655981356,3.315444425876494,3.1480022545019573,0.5990841921755921,0.5753055122973791,5.329919311383125,6.048131927562477
state_pca,2,5,0.31768145541992227,0.6885199166925611,133,204,correct,error,0.4162540947512921,-0.2722658219412689,People in Romania often speak [MASK].,Six plus three equals [MASK].,romanian,nine,romanian,zero,2.7766373140948377,2.8222909858065064,1.3411854592192336,1.5749812884334853,0.2742478187432264,0.3096465600995167,8.380141534330942,8.78558179808335
delta_pca,1,5,0.24498035171971194,0.688021519952896,64,112,correct,correct,0.57419019955,-0.113831320402896,Turkey's capital city is [MASK].,The language of Italy is [MASK].,ankara,italian,ankara,italian,2.8177471585453664,2.772550725887061,1.549395394595774,1.49111966049479,0.2925425683481826,0.248858423353622,7.783397261026753,7.449927141018868
state_pca,4,5,0.24608028902616033,0.6844762213943176,13,133,correct,correct,-0.3093164923789452,0.3751597290153725,Japan's capital city is [MASK].,People in Romania often speak [MASK].,tokyo,romanian,tokyo,romanian,2.918262515924263,2.7766373140948377,1.3580065732415614,1.3411854592192336,0.2814348464646187,0.2742478187432264,7.99129378386231,8.380141534330942
state_pca,1,6,0.2490990716162809,0.6843340317801638,79,99,correct,correct,0.2590679664156897,-0.4252660653644741,Lebanon's capital city is [MASK].,The capital of Tunisia is [MASK].,beirut,tunis,beirut,tunis,0.246613020072871,0.2336916976309913,0.9892998978560348,0.7792687771871059,0.9564266379685984,0.952416761803124,2.470516262056254,2.194504540191339
state_pca,1,6,0.333315874018394,0.6838659592249565,50,79,correct,correct,-0.4247979928092669,0.2590679664156897,"In Hungary, the capital city is [MASK].",Lebanon's capital city is [MASK].,budapest,beirut,budapest,beirut,0.2074170417839565,0.246613020072871,0.7082583629939883,0.9892998978560348,0.9573452171240984,0.9564266379685984,2.4779316879665783,2.470516262056254
delta_pca,1,5,0.2674396880954673,0.6814912826872621,65,108,correct,correct,0.57843295875148,-0.1030583239357821,"In Turkey, the capital city is [MASK].",The language of France is [MASK].,ankara,french,ankara,french,2.7413910654187994,2.569883953585677,1.7699231930517796,1.842335019292934,0.3266437049020375,0.3362113698692928,7.296798920518746,7.094261539949519
delta_pca,2,5,0.27632770414224034,0.6794908334482521,13,127,correct,correct,-0.2196257005797355,0.4598651328685166,Japan's capital city is [MASK].,People in Turkey often speak [MASK].,tokyo,turkish,tokyo,turkish,2.918262515924263,2.7359536795445343,1.3580065732415614,1.353113464531893,0.2814348464646187,0.2691569418847322,7.99129378386231,8.207839171636156
delta_pca,1,5,0.31100575928662105,0.6777214874155545,48,102,correct,correct,0.4477242018174796,-0.2299972855980749,The capital of Hungary is [MASK].,The capital of Nepal is [MASK].,budapest,kathmandu,budapest,kathmandu,1.6358772618793274,1.49824402549462,3.575562968656645,3.726969916138185,0.6831390549460659,0.7251712564200191,4.269115919920228,4.3445147117365455
delta_pca,8,5,0.22841138239149894,0.6762492415567987,5,152,error,error,0.4017233839277572,-0.2745258576290414,"In Germany, the capital city is [MASK].",India is located in [MASK].,berlin,asia,bonn,pakistan,3.281611525307481,3.323287437409953,0.3452635514158066,0.2971535277214014,0.0775596325649861,0.0929935940990594,7.447709832598904,6.864435285773051
state_pca,1,6,0.22388843724975302,0.6761613628567573,60,294,correct,correct,-0.5179074994666694,0.1582538633900879,The capital of Croatia is [MASK].,Isaac [MASK] described gravity.,zagreb,newton,zagreb,newton,0.1816283644969305,0.0717947842517861,0.6145358159052745,0.5074015380116517,0.9630625887994584,0.9919734072776052,2.142483552634188,0.5414934045558868
state_pca,4,5,0.2499017329601693,0.6759989359000633,13,64,correct,correct,-0.3093164923789452,0.3666824435211181,Japan's capital city is [MASK].,Turkey's capital city is [MASK].,tokyo,ankara,tokyo,ankara,2.918262515924263,2.8177471585453664,1.3580065732415614,1.549395394595774,0.2814348464646187,0.2925425683481826,7.99129378386231,7.783397261026753
state_pca,4,5,0.2610472329601576,0.6732496412916836,13,129,correct,correct,-0.3093164923789452,0.3639331489127384,Japan's capital city is [MASK].,People in Poland often speak [MASK].,tokyo,polish,tokyo,polish,2.918262515924263,2.7706183163379614,1.3580065732415614,1.3198984736127342,0.2814348464646187,0.2662691425192478,7.99129378386231,8.372818469722684
state_pca,2,5,0.27001660818643053,0.6727986077638164,131,204,correct,error,0.4005327858225475,-0.2722658219412689,People in Hungary often speak [MASK].,Six plus three equals [MASK].,hungarian,nine,hungarian,zero,2.746544200076489,2.8222909858065064,1.4067216078780485,1.5749812884334853,0.2881609993563749,0.3096465600995167,8.329602331756632,8.78558179808335
delta_pca,1,5,0.2313795222410636,0.6722178253799048,65,118,correct,correct,0.57843295875148,-0.0937848666284248,"In Turkey, the capital city is [MASK].",The language of Russia is [MASK].,ankara,russian,ankara,russian,2.7413910654187994,2.622178155857004,1.7699231930517796,1.9311210342957583,0.3266437049020375,0.3248731492903025,7.296798920518746,7.35430451270813
state_pca,2,5,0.27632770414224034,0.6677285847647757,13,127,correct,correct,-0.2229052979391833,0.4448232868255924,Japan's capital city is [MASK].,People in Turkey often speak [MASK].,tokyo,turkish,tokyo,turkish,2.918262515924263,2.7359536795445343,1.3580065732415614,1.353113464531893,0.2814348464646187,0.2691569418847322,7.99129378386231,8.207839171636156
delta_pca,2,5,0.2251790930503091,0.6675435778170652,199,250,error,error,-0.2643773636741222,0.403166214142943,Subtracting two from five gives [MASK].,The plural of knife is [MASK].,three,knives,zero,knife,2.962876741598012,2.929268036594926,1.2683164490846557,1.1515386052719605,0.2605921753735876,0.2221378667315885,9.824933634013664,9.614618897176726
state_pca,1,5,0.17398271477703073,0.6667516429804274,56,67,correct,correct,-0.0629880460332706,0.6037635969471569,"In Bulgaria, the capital city is [MASK].",Iran's capital city is [MASK].,sofia,tehran,sofia,tehran,1.3933990072710265,1.4823235034506723,3.6433562141560234,3.682019939686573,0.7453029479932004,0.7259541104708837,4.022108665131228,4.227201485077062
delta_pca,1,5,0.2948305226014833,0.6642313585579503,65,139,correct,correct,0.57843295875148,-0.0857983998064703,"In Turkey, the capital city is [MASK].",People in Norway often speak [MASK].,ankara,norwegian,ankara,norwegian,2.7413910654187994,2.613422595485593,1.7699231930517796,1.7763268276665016,0.3266437049020375,0.3511063661549594,7.296798920518746,7.878348531813562
state_pca,1,6,0.11245282288884274,0.6614583277799617,55,294,correct,correct,-0.5032044643898739,0.1582538633900879,Bulgaria's capital city is [MASK].,Isaac [MASK] described gravity.,sofia,newton,sofia,newton,0.128987436654931,0.0717947842517861,0.4678275461103334,0.5074015380116517,0.975069405510716,0.9919734072776052,1.4308609039019045,0.5414934045558868
delta_pca,2,5,0.2365586856316968,0.6605157309346232,21,220,correct,error,0.4240504016618979,-0.2364653292727253,The capital of Egypt is [MASK].,The opposite of yes is [MASK].,cairo,no,cairo,yes,2.521541607105486,2.4896047872999216,2.062798224438343,2.138130951067459,0.3394313040024183,0.3877333927247691,7.767108247326926,7.686479802293432
delta_pca,1,5,0.187795418086631,0.6597131310661029,63,122,correct,correct,0.5706659983658383,-0.0890471327002645,The capital of Turkey is [MASK].,The language of Japan is [MASK].,ankara,japanese,ankara,japanese,2.466231394230194,2.5419574264924,2.091283484205081,1.979239959368984,0.2814539883445715,0.3036708486872665,7.162951730874786,7.284713073415053
state_pca,2,5,0.3381016366301101,0.6595776008920637,96,101,correct,correct,-0.327620462512037,0.3319571383800268,The capital of Jamaica is [MASK].,"In Tunisia, the capital city is [MASK].",kingston,tunis,kingston,tunis,1.6405444137778655,1.540086746623349,3.3924606892557114,3.2667879934739625,0.665124681743153,0.6781872040720868,5.509114809402311,4.722838305453369
delta_pca,4,5,0.24608028902616033,0.6584999018583086,13,133,correct,correct,-0.3346201090626683,0.3238797927956403,Japan's capital city is [MASK].,People in Romania often speak [MASK].,tokyo,romanian,tokyo,romanian,2.918262515924263,2.7766373140948377,1.3580065732415614,1.3411854592192336,0.2814348464646187,0.2742478187432264,7.99129378386231,8.380141534330942
state_pca,1,5,0.2555448089774914,0.6579911077541372,70,96,correct,correct,0.5314677029344173,-0.1265234048197199,Iraq's capital city is [MASK].,The capital of Jamaica is [MASK].,baghdad,kingston,baghdad,kingston,1.685664987838433,1.6405444137778655,3.5922279628632143,3.3924606892557114,0.6740485897262751,0.665124681743153,5.081439154776363,5.509114809402311
delta_pca,4,5,0.27632770414224034,0.6566984419988289,13,127,correct,correct,-0.3346201090626683,0.3220783329361605,Japan's capital city is [MASK].,People in Turkey often speak [MASK].,tokyo,turkish,tokyo,turkish,2.918262515924263,2.7359536795445343,1.3580065732415614,1.353113464531893,0.2814348464646187,0.2691569418847322,7.99129378386231,8.207839171636156
state_pca,1,5,0.22794452486161923,0.6549911801002521,62,299,correct,error,0.4048766696655967,-0.2501145104346555,"In Croatia, the capital city is [MASK].",The detective Sherlock has surname [MASK].,zagreb,holmes,zagreb,watson,1.4640889544615896,1.385290178749092,3.46058698395496,3.557899838682647,0.7182157255689593,0.7414897326808902,4.155007053552424,3.756446982093205
